,file_name,class_name,wave_min,wave_max,wave_mean,wave_var,amp_min,amp_max,amp_mean,amp_var,spectral_centroid_min,spectral_centroid_max,spectral_centroid_mean,spectral_centroid_var,spectral_rolloff_min,spectral_rolloff_max,spectral_rolloff_mean,spectral_rolloff_var,spectral_bandwidth_min,spectral_bandwidth_max,spectral_bandwidth_mean,spectral_bandwidth_var,mel_frequency_min,mel_frequency_max,mel_frequency_mean,mel_frequency_var,chroma_min,chroma_max,chroma_mean,chroma_var,zero_crossing_rate
10,Emberiza-citrinella-196323.wav,emberiza-citrinella,0.00043987922,0.7770233,-0.3581848,0.04805349,9.949332333426035e-06,0.011120449385498077,2.4997363191016006e-10,7.515902574919861e-05,3815.9326652970644,6836.8482375898075,18.749872281178497,1091.9745081829822,6087.694628066263,13195.3125,23.4375,2149.7760942745313,5296.622550043044,9941.68706907975,397.37858569860356,1490.1388970740284,-11.4304695,124.25722,-495.11926,104.295166,0.67036086,1.0,5.439162e-05,0.3289379,0
11,Luscinia-megarhynchos-123811.wav,luscinia-megarhynchos,1.4568465e-05,0.75349426,-0.76438904,0.046519596,1.197915165101992e-05,0.0005825556735758002,3.606979934302094e-12,2.529576451463297e-05,3663.085218132227,9600.985294617583,2014.5838631519614,644.73575368624,5640.268527313163,13888.916015625,21.533203125,1172.2512133435803,3442.407354662844,6016.945618411332,889.4437242119748,771.2042601073184,-8.763324,171.48895,-596.9584,74.37606,0.4228657,1.0,6.986675e-05,0.31473932,15
12,Hirundo-rustica-157282.wav,hirundo-rustica,3.8353355e-06,0.5784149,-0.5684967,0.02851523,6.162993143128805e-06,0.0002747810533901227,2.6996364807414525e-12,1.5279543051140176e-05,5672.790522517655,8507.55701017457,3245.2664837653465,1195.1855550156426,5770.070543840533,11929.6875,2531.25,852.6245583507409,5153.375804832755,8204.871933452057,1584.99869292271,1670.6313348933654,-19.911827,141.48541,-617.5601,117.51223,0.4570766,1.0,3.8609214e-05,0.32575926,15
13,Linaria-cannabina-206211.wav,linaria-cannabina,3.3896674e-06,0.3355255,-0.31228638,0.017832257,7.92924788963733e-06,0.0005741455094815143,9.681576850322264e-12,1.8602625726297012e-05,3373.086338526088,6485.122742190135,1163.4482533198918,626.0867838844368,6354.116092001316,11062.5,351.5625,1384.9433368221382,5337.226716301419,7666.715236912153,1454.5151189392348,1306.2130330197544,-10.582535,145.4934,-522.07654,107.48244,0.62374413,1.0,0.00010815103,0.28132448,9
14,Cuculus-canorus-510786.wav,cuculus-canorus,9.4039446e-05,0.39993286,-0.46574402,0.039488398,7.811930097537481e-06,0.004112532133687062,2.506867676706542e-11,5.996120655811623e-05,2153.3348675215298,6541.2762782596565,336.4177547029051,565.1898709986856,3284.2270795036766,10185.205078125,21.533203125,1276.854595625572,5274.204123181005,7918.185677220827,1364.3996002916756,1408.2308781240108,-7.0189548,237.37794,-549.072,93.6541,0.47711012,1.0,0.00011574856,0.33720034,0
15,Bubo-bubo-534612.wav,bubo-bubo,3.8426074e-07,0.49024963,-0.5045166,0.054385837,5.792060260732671e-06,0.00887726454108212,1.2701000308485176e-11,7.984788722732233e-05,3509.257625770458,12450.32213841128,469.1823683563654,1152.2021810056472,5012.206218801996,9585.9375,23.4375,1968.297270234318,5091.838077158121,7046.739453372296,971.1520949130396,1361.051308924648,-21.24268,154.08951,-533.5197,106.18298,0.45204148,1.0,2.6835327e-05,0.2966715,3
16,Luscinia-luscinia-306157.wav,luscinia-luscinia,-2.34726e-06,0.15699768,-0.16282654,0.009843389,5.033747903098867e-06,0.000283571684697684,1.1296393709474714e-11,1.2906546480312992e-05,3020.9304547148454,11999.509510612825,0.0,605.9496831071833,4442.710313688213,7429.6875,23.4375,962.0486363349451,3405.298331637005,5398.019899666548,11.048543641125972,872.0275321004895,-14.409769,202.65707,-775.4281,107.767845,0.47544682,1.0,0.0,0.3102657,4
17,Troglodytes-troglodytes-168375.wav,troglodytes-troglodytes,4.2228435e-06,0.7734375,-0.75634766,0.043581247,1.673772223080699e-05,0.00047401023596970506,1.3192826679782838e-11,3.55366969981663e-05,4775.809498747669,8660.410742724385,330.2115726123353,1234.3097601832444,6172.597191171883,11320.3125,210.9375,1214.2616776554557,4640.040097414781,7649.30258904432,1271.5545771486577,1367.8432662783596,-13.0104065,206.44534,-565.7534,113.21916,0.43981305,1.0,2.9018559e-06,0.35710564,0
18,Sylvia-communis-192218.wav,sylvia-communis,3.829518e-06,0.5441437,-0.53834534,0.024018634,1.0448632731087072e-05,0.0004910488059634467,2.7901751768489157e-11,2.883877757370851e-05,5278.939819965514,7253.510467869638,3235.1704335244362,668.1320323509648,7555.196266437069,11742.1875,2976.5625,2252.5418632618907,5667.867729292777,8102.83121268798,1452.301066512584,1485.1647600242163,-14.682936,123.7146,-511.1022,106.40044,0.39318633,1.0,1.3165761e-05,0.3257625,25
19,Emberiza-schoeniclus-367240.wav,emberiza-schoeniclus,-1.0718078e-06,0.21838379,-0.21862793,0.01021438,3.433368099685317e-06,0.0002425015315407355,8.296555715388267e-12,7.432147663556763e-06,2638.5719845230956,7527.685571930831,0.0,714.7578696939612,3597.5560403305376,7992.1875,23.4375,1049.8240461750577,3295.486518038743,5718.640106983673,11.048543641125972,931.570262921218,-17.601713,183.31479,-740.8781,108.0134,0.43622756,1.0,0.0,0.29341716,0
20,Emberiza-citrinella-176745.wav,emberiza-citrinella,5.3861936e-06,0.27801514,-0.28684998,0.012936065,5.1609218875693945e-06,0.0008239785217579508,2.422757159865475e-11,1.4496091628549427e-05,3896.5478048646287,7498.128009423935,335.7871489311524,946.0094644008591,4432.437862187613,10734.375,140.625,1681.6159225798374,4761.419099322981,7557.3724180950485,1073.273314195717,1437.8876324576079,-14.804098,242.03003,-614.32166,127.450966,0.5580298,1.0,5.0336e-05,0.35199466,19
21,Luscinia-svecica-410930.wav,luscinia-svecica,-1.4335914e-07,0.14120483,-0.21644592,0.0047946544,2.0297220691860518e-06,0.0001492976070344354,1.6746747044040863e-11,4.394986476015146e-06,4378.485179050822,8762.15823612165,0.0,895.2501177582146,6905.07160099165,14484.375,23.4375,1645.375221412498,4689.168031679167,6998.458440230718,11.048543641125972,917.6995877466808,-17.061743,193.52728,-751.42194,102.87903,0.61948484,1.0,0.0,0.2483512,15
22,Phylloscopus-collybita-171141.wav,phylloscopus-collybita,-1.1208209e-05,0.45550537,-0.45010376,0.03809365,1.815593534084521e-05,0.003284089574946098,1.818133448824417e-11,5.516284619582602e-05,2866.1684171053475,7090.927421689817,631.2913802535941,745.5763390301057,5637.010847337894,9280.810546875,21.533203125,1216.17075522475,4291.771724539961,6712.173483297394,1243.0531761677194,1071.9747492524489,-5.0970426,162.5248,-576.0005,80.75665,0.6295687,1.0,0.0004621323,0.29178986,0
23,Emberiza-schoeniclus-189931.wav,emberiza-schoeniclus,3.5874834e-08,0.1337738,-0.11227417,0.006191212,2.5732528690823752e-06,0.00010647868528925596,3.565356559156144e-11,6.443056534978587e-06,6408.093388959629,14831.213616541496,0.0,1900.242430120594,1469.2206240206124,18130.95703125,21.533203125,2280.881479192014,2863.401778209589,8104.505663769162,10.15084947028448,1123.949094045877,-39.503357,209.59494,-801.2855,169.2747,0.24645495,1.0,0.0,0.33940804,2
24,Turdus-philomelos-168171.wav,turdus-philomelos,3.8825633e-06,0.41682434,-0.4284668,0.025190298,6.177459557321686e-06,0.0006629633822199562,6.771906462270667e-12,1.6362276523634113e-05,3426.229513233742,7778.889808574139,870.6443033563615,1050.8326854603977,5273.362301011908,11109.375,375.0,1569.8072303677238,4761.226611066854,9001.399294016323,1262.843252925855,1301.6946677067676,-10.869792,165.66705,-531.0947,107.12239,0.5040107,1.0,1.6862727e-05,0.3405349,0
25,Linaria-cannabina-421682.wav,linaria-cannabina,-1.3543219e-07,0.12246704,-0.11074829,0.007988453,4.421393382736477e-06,0.000751731877547008,1.0950456808862947e-11,8.108045720827372e-06,2961.157509314596,10073.49713494596,0.0,545.1892564761395,5397.754474213137,12532.32421875,21.533203125,848.0490200824648,3873.860456819767,6024.034957350949,10.15084947028448,765.8460710412511,-11.453087,182.5986,-839.4937,99.838646,0.53812706,1.0,0.0,0.26355764,5
26,Emberiza-hortulana-284879.wav,emberiza-hortulana,-9.469929e-09,0.2901001,-0.2824402,0.019510126,6.028836364994654e-06,0.0006225041584196148,9.245522953284231e-12,1.3900782332842381e-05,8360.150710734115,11840.555376623426,5648.761046631831,597.0281008380299,14672.437688165817,15703.125,23.4375,804.4563927994604,6049.126493170908,7624.689975954921,234.66616446635481,463.19619733928016,-29.76205,73.73323,-689.6006,91.72326,0.55519056,1.0,0.00019430053,0.29955748,44
27,Turdus-philomelos-325362.wav,turdus-philomelos,-1.5031022e-05,0.13461304,-0.13504028,0.009303705,4.643576725638481e-06,0.00018758657981613087,9.613831327438203e-12,9.572858906366041e-06,5485.804762819944,8745.490332641702,0.0,1069.9064643001466,10201.80734354076,14556.4453125,21.533203125,2893.3143663706105,5426.533024657474,7072.275177332842,10.15084947028448,871.9218291935896,-17.617218,137.39474,-714.5677,95.608665,0.4673469,1.0,0.0,0.30943587,24
28,Crex-crex-136181.wav,crex-crex,-2.4471334e-05,0.9999695,-1.0,0.02334115,1.0484253435529166e-05,0.0002102601163972922,5.154694765047905e-10,1.4990561284360224e-05,4080.375141540636,9329.839279345391,1927.8659692200465,436.4636513300122,8133.447572720126,10031.25,15.625,1001.6171699365917,4611.745877421888,5740.311728058996,238.54036734271324,801.746882376941,-21.334335,121.29848,-671.72064,72.26824,0.5601587,1.0,0.0064480905,0.24668609,20
29,Luscinia-svecica-328611.wav,luscinia-svecica,4.2592096e-06,0.2741089,-0.29441833,0.019851249,7.225088017198451e-06,0.0002648378930501512,2.7475945194763486e-12,1.5855404615982907e-05,3957.8751540862745,9680.193335328368,0.0,589.0353179389809,4761.904052276957,7407.421875,21.533203125,797.864901379465,2912.501423968936,5573.059099338174,10.15084947028448,832.7946708956912,-27.96967,141.23889,-715.98035,102.92526,0.26068935,1.0,0.0,0.3161226,19
30,Emberiza-hortulana-323838.wav,emberiza-hortulana,2.2746059e-05,0.17877197,-0.17216492,0.013071832,2.090068204556352e-06,0.00026812292412756785,3.757684985441858e-11,6.4591877936212495e-06,4534.790549722623,8297.427864892054,0.0,539.9310278939662,5445.369950802693,11250.0,23.4375,1116.2769682364953,5176.766977580366,8731.185064205567,11.048543641125972,1498.7801665150248,-24.197151,138.2344,-706.7378,100.734055,0.36932275,1.0,0.0,0.31530488,16
31,Linaria-cannabina-201282.wav,linaria-cannabina,2.2103392e-05,0.41419983,-0.4087677,0.043802466,8.995011660806482e-06,0.0067830127867386444,9.884223208847332e-12,4.691850831894163e-05,2391.0831812933807,7284.006430642525,381.13053763981816,778.1619540055312,4833.741721224117,11320.3125,23.4375,2035.2742793698726,5267.892776191214,8865.866014976276,1765.655612509105,1277.4713563950247,-6.2353625,149.95712,-432.25552,91.42994,0.67028236,1.0,0.00012515158,0.2800542,0
32,Pyrrhula-pyrrhula-127023.wav,pyrrhula-pyrrhula,4.8035417e-05,0.7439575,-0.73132324,0.027748803,8.254864716998668e-06,0.00072606279711377,2.8702431289373012e-12,3.043219693120871e-05,3921.24476010985,7566.574132287178,0.0,709.0600819360642,3637.723466743617,9323.876953125,21.533203125,1610.509074562872,3877.344125955933,6692.468622718498,10.15084947028448,1275.4276276663038,-19.273205,130.09062,-548.1248,110.06385,0.42709666,1.0,0.0,0.32621533,0
33,Erithacus-rubecula-514130.wav,erithacus-rubecula,3.855747e-06,0.44569397,-0.44140625,0.016062036,9.778959191131518e-06,0.0004627475569112434,1.6283027342192593e-11,2.5572131251321438e-05,4508.482811256816,7846.71176732498,2187.204223927111,919.6992793312281,5882.119954124442,15913.037109375,2885.44921875,2016.9330393024886,4807.332963954404,8363.094890671982,982.5611812416362,1307.1820362316334,-18.592466,130.16833,-554.9654,111.3129,0.47329205,1.0,1.2637371e-05,0.32065132,5
34,Troglodytes-troglodytes-205839.wav,troglodytes-troglodytes,4.0464124e-06,0.8206024,-0.8161621,0.08501953,2.2311238467863275e-05,0.000907284392262479,8.453720073311075e-12,5.311910999409922e-05,3766.519907560133,9222.214832022117,1147.1884487945686,1742.6366075094913,3621.3685857873393,16898.4375,70.3125,2448.426743553603,4359.731880039312,7826.509475807944,1221.90609251647,1361.8233205661886,-14.50514,154.5299,-554.50055,115.10039,0.48004597,1.0,6.899112e-07,0.35565004,0
35,Emberiza-hortulana-519565.wav,emberiza-hortulana,-9.691942e-07,0.51156616,-0.5281067,0.0374608,9.127951034590182e-06,0.0009070665750946026,1.5905553187497754e-10,3.1899633206585934e-05,6275.910834606547,9827.436615879846,0.0,946.0873245823512,9627.592631743273,14211.9140625,21.533203125,2725.613992429238,6217.919572554555,8391.208151710633,10.15084947028448,1271.2613890748191,-20.736118,63.613113,-619.5001,99.34959,0.355985,1.0,0.0,0.3222732,27
36,Pyrrhula-pyrrhula-25564.wav,pyrrhula-pyrrhula,-0.00042953325,0.55566406,-0.56225586,0.050636906,2.0627672284001845e-05,0.003096915413933273,1.5444850940844447e-10,6.840951132850864e-05,5490.893632513822,9075.816890258448,3058.0623192579596,820.0341419231179,10567.168441480891,15051.708984375,21.533203125,1940.3893165831394,5367.798511166931,7745.897188128375,582.9983301803225,860.4312592935546,-5.8627677,128.1791,-577.1418,65.19905,0.5225085,1.0,7.886358e-05,0.31408378,21
37,Emberiza-citrinella-174767.wav,emberiza-citrinella,5.7992e-08,0.6715851,-0.64630127,0.033324484,5.393420132506267e-06,0.00036235161006104044,2.158818582252222e-11,1.4820101262477475e-05,6509.326503011767,9488.764374834702,0.0,1178.6445677530055,9448.65457112551,15867.1875,23.4375,2980.478330499693,5771.050425337556,9317.167831640827,11.048543641125972,1907.5297724409452,-29.2855,103.51638,-623.1332,109.04075,0.42919335,1.0,0.0,0.31876943,31
38,Fringilla-coelebs-141193.wav,fringilla-coelebs,4.2527745e-08,0.77038574,-0.7615967,0.06885708,3.2640754867748e-05,0.0011562416140860545,1.3617766456030569e-11,7.436578154336367e-05,3922.223810061067,7530.71555123423,2530.172246172371,680.3044695468413,5498.357386060175,8250.0,23.4375,915.7492878981685,3226.620484747131,5479.884134888308,904.2050398544085,860.3496957998702,-26.285717,131.7789,-617.6007,90.48539,0.4307144,1.0,2.9412e-05,0.30984488,14
39,Aegolius-funereus-168502.wav,aegolius-funereus,-1.5971889e-08,0.47988892,-0.47384644,0.08353819,3.865123734945253e-06,0.005103318931337357,2.019734704638669e-11,6.81012280171041e-05,4343.96967660849,8445.064085165264,0.0,2655.1285492452507,4359.512997056063,10921.875,23.4375,3336.388919891216,5749.997424398507,9420.959208478818,11.048543641125972,2573.31526773491,-27.198837,126.68509,-547.1187,108.45911,0.29938874,1.0,0.0,0.3230787,0
40,Ficedula-hypoleuca-320012.wav,ficedula-hypoleuca,6.7948484e-08,0.5746155,-0.5616455,0.037565902,1.6973077451008075e-05,0.0007017312055457794,1.9132516391770107e-11,4.132599139725789e-05,3189.9222242660485,9004.399201823218,0.0,1139.1104017412101,3541.438495655322,8671.875,23.4375,1884.7049895766245,3266.091525750035,5532.83192607164,11.048543641125972,1093.319023765795,-23.340868,162.37007,-620.2087,114.36861,0.32661325,1.0,0.0,0.31790555,16
41,Locustella-naevia-199082.wav,locustella-naevia,5.3254403e-06,0.7205658,-0.64793396,0.050147578,1.0742395424995141e-05,0.0007205906927238057,1.6407689455766715e-10,3.41833865392958e-05,5523.362489897288,8354.435435249836,857.7741813610573,1266.6611876904497,6565.794390805724,15070.3125,281.25,1752.4927636378213,4010.603891002823,7979.949525802103,1397.8542930482379,1370.9173632031127,-13.073853,154.9223,-569.2535,103.0783,0.335849,1.0,4.3816803e-05,0.37372154,2
42,Acrocephalus-palustris-478620.wav,acrocephalus-palustris,3.960372e-06,0.9999695,-1.0,0.062913544,2.9131856654865943e-05,0.0009904836999079702,3.56474238456223e-10,5.992022832156578e-05,3146.6463203720423,7726.616071455208,1068.7909993209682,804.8351233432459,5083.758379346383,8785.546875,21.533203125,1290.9427238274234,3374.2905080004907,7525.784181886906,34.27540176736629,1039.0102273592431,-8.770419,194.5809,-571.1137,83.80147,0.42549473,1.0,7.1546274e-05,0.30681032,14
43,Sylvia-borin-198553.wav,sylvia-borin,4.2379434e-06,0.44096375,-0.41264343,0.027312187,8.932757205417237e-06,0.0007354237100142768,5.659940238585199e-12,2.1950089777058216e-05,3433.5024931293815,6748.789668692674,1591.0806729504884,757.2356832665279,4857.018753613413,10523.4375,1898.4375,1362.9375171948798,4467.810606613726,7564.757552768657,1329.1215156961794,1276.583181573136,-11.128542,154.35771,-523.5583,98.52709,0.3807988,1.0,4.1342722e-05,0.33498403,7
44,Luscinia-megarhynchos-148612.wav,luscinia-megarhynchos,-6.285878e-08,0.92611694,-0.91796875,0.0479198,1.2902930512585939e-05,0.00042286628733705377,1.6689211357528852e-13,2.6988589719218594e-05,3776.676371904507,9830.512598164052,1368.0402182844741,942.2346997589705,4742.663284387002,14082.71484375,21.533203125,1384.7127086517985,3294.0836547242297,6536.390352067524,748.8109092248491,953.6639145333011,-27.979034,130.40315,-583.976,102.18569,0.36981866,1.0,1.5634332e-06,0.31968698,13
45,Phoenicurus-phoenicurus-413703.wav,phoenicurus-phoenicurus,5.033888e-07,0.7628174,-0.7457428,0.050939746,2.0081974209070365e-05,0.0007226594480577639,3.3130263632941224e-11,5.0447864923324985e-05,4398.173992320096,10044.320391502082,0.0,579.5922027602184,4493.473489530318,8367.1875,23.4375,832.2441805168029,3579.134401534041,6486.533296843296,11.048543641125972,942.8287311141195,-27.365559,137.2669,-602.6226,118.179634,0.43330362,1.0,0.0,0.31130686,13
46,Sylvia-atricapilla-299900.wav,sylvia-atricapilla,-7.7270575e-05,0.47805786,-0.6623535,0.03547061,1.6648665502416423e-05,0.0018273072363158864,4.582338253289891e-11,4.918858290951667e-05,2732.253918033853,5490.092334408008,0.0,456.59509158165383,4270.9219007131105,11062.5,23.4375,680.4358466065626,3457.8701739940225,6043.463488558735,11.048543641125972,870.4430927283224,-6.6419163,158.06966,-554.4556,78.900475,0.44053286,1.0,0.0,0.32852393,7
47,Aegolius-funereus-132604.wav,aegolius-funereus,-7.959208e-07,0.2799225,-0.47454834,0.032828104,4.35777535189395e-06,0.0016968684714195772,2.504194033904716e-10,3.827188730586273e-05,6045.068809602485,10736.311714054977,1245.7101317748115,2378.0865615478365,9592.463346640969,17205.029296875,21.533203125,5642.381956388236,6572.452873780935,9180.43183441342,1568.7312323548474,1780.3470536646882,-28.233316,129.47769,-599.10785,107.926476,0.39550456,1.0,6.397114e-06,0.33039173,33
48,Sylvia-curruca-198328.wav,sylvia-curruca,-2.2705053e-07,0.57444763,-0.720932,0.019325335,7.210767041293065e-06,0.00031361063728413375,1.3999481550535051e-11,1.5434903349257642e-05,6279.033943545872,10931.682272097223,2910.6634601423066,898.0750292922579,11267.832163349165,16279.1015625,21.533203125,2430.265196024709,5686.213347168778,7320.794939748598,215.39146627599757,901.4257581219803,-33.24289,154.95493,-736.0685,113.365135,0.37412933,1.0,0.00031813546,0.30954948,21
49,Phylloscopus-trochilus-367062.wav,phylloscopus-trochilus,-7.061277e-08,0.15719604,-0.15716553,0.013196704,6.304745044693878e-06,0.00031472325973906125,1.2624589117736853e-11,1.9183411535491214e-05,3394.86273982707,8362.79068670234,0.0,681.9019798507292,3049.0593160023973,6492.1875,23.4375,1385.6750763221412,3571.0852722212458,5520.985559299286,11.048543641125972,1175.2856845147662,-29.076788,129.219,-737.9926,126.53006,0.48159638,1.0,0.0,0.30657417,10
50,Emberiza-citrinella-233611.wav,emberiza-citrinella,1.511303e-08,0.49353027,-0.49301147,0.037803594,9.338607331677399e-06,0.0009512483005978558,2.411820163429148e-10,3.472806257390131e-05,7005.448800286168,11999.953805397126,0.0,1714.7654303010356,10858.80765722724,17226.5625,23.4375,4651.219112840836,6563.700161557766,9812.448031886068,11.048543641125972,2193.952909380246,-29.522974,144.17868,-632.5012,108.60751,0.3920463,1.0,0.0,0.32035518,33
51,Loxia-curvirostra-354570.wav,loxia-curvirostra,-4.1751895e-07,0.18206787,-0.18560791,0.011985444,6.2762644551833656e-06,0.0002480812732702037,4.841263598511503e-10,1.4850224689035442e-05,7497.763571464977,12029.32850741468,0.0,1816.2004061120551,12351.204261232051,16429.6875,23.4375,4245.275113527299,7304.282217646574,9616.812695231836,11.048543641125972,1879.9836567967423,-28.597252,68.31377,-769.7693,104.26348,0.4772622,1.0,0.0,0.3037977,25
52,Caprimulgus-europaeus-479611.wav,caprimulgus-europaeus,-0.0002869063,0.05758667,-0.067352295,0.009838368,2.5782995945425034e-06,0.0005738126215003938,1.2084129200350283e-11,1.0702953574778849e-05,2445.6706900501053,3312.134693811967,1150.9310519178864,172.31530564957518,2235.353368632406,4672.705078125,1937.98828125,118.95287719451741,3832.5052610666544,6092.0289682883995,2065.1451626209227,1021.3935761961814,-13.681951,183.32846,-497.11832,109.67979,0.29121193,1.0,0.007951862,0.29425216,9
53,Sylvia-curruca-132245.wav,sylvia-curruca,-2.2127151e-05,0.16122437,-0.16207886,0.007077468,2.4180601095269606e-06,7.13591117311696e-05,8.50768343189477e-12,5.327656588734581e-06,2131.8010151962544,5261.977734267287,1102.5329769047548,547.6968524369132,2817.457560146615,7428.955078125,839.794921875,940.8841177311006,2630.681942110908,4415.486989646239,971.4650813712857,874.2541014491729,-18.253424,206.20401,-606.47156,112.69698,0.49871522,1.0,5.669897e-05,0.30084175,4
54,Sylvia-atricapilla-174993.wav,sylvia-atricapilla,7.363345e-07,0.9222107,-0.93032837,0.06591274,2.7479137902400767e-05,0.0012738180830452576,2.9802135892619925e-11,6.96818539606021e-05,4380.702918783491,8271.248217252112,1638.2383931352426,1133.5141794505996,6430.130423553719,11109.375,23.4375,1657.0357402579311,3711.294548423247,5950.689891076371,1093.3755458619166,825.9925911815695,-14.568009,158.62004,-548.0224,84.52115,0.33373323,1.0,1.604184e-05,0.32568517,11
55,Phylloscopus-sibilatrix-132619.wav,phylloscopus-sibilatrix,2.2964401e-05,0.5009155,-0.519104,0.08821385,2.3153993635087485e-05,0.015046518380317161,2.6204669487778285e-11,0.0001121902001838561,2435.272495777649,7568.772473909493,251.49903295342665,1645.874131335761,4695.0224611482845,9656.25,23.4375,2449.7873406763065,3511.577339363408,6188.362195261728,1079.9778585938486,855.8619904342578,-4.1875496,200.75757,-556.06396,85.43562,0.70435375,1.0,0.0012031522,0.26787513,0
